yhat,yhat_lower,yhat_upper,year
1.709235424116,1.5591655146769368,1.8507544626065364,1998
1.7544959550620882,1.6095156109659998,1.9156451226963294,1999
1.7997564859255457,1.646864205574382,1.9547281386041262,2000
1.8451410182704633,1.701462085636675,1.9870052178504085,2001
1.8904015492710133,1.7477395498615786,2.036433256060803,2002
1.9356620801816875,1.7913950475584701,2.0672215560100313,2003
1.9809226109719396,1.8397755642804816,2.1247809976028167,2004
2.026307143086686,1.888077253316473,2.1665248848552934,2005
2.0715676738389543,1.9395284908041495,2.2135047978719777,2006
2.1168282044585554,1.9783250829741033,2.2702938411481357,2007
2.162088735042355,2.025025084087495,2.3039791820545354,2008
2.2074732651908713,2.0572081139265923,2.352684676687713,2009
2.252733793647328,2.108898476967371,2.3978415704882488,2010
2.297994321972818,2.144469477939118,2.4444969904733296,2011
2.3432548502983073,2.2015083963114153,2.4997357594883725,2012
2.388639380071264,2.2522136776093764,2.5276699117762176,2013
2.433899908396754,2.29712288217683,2.5874762181044977,2014
2.5242969636002663,2.382529188217657,2.676911568081476,2015
2.5696814933732233,2.4306856705664988,2.716164915770293,2016
2.614942021698713,2.461851601970061,2.760265977280489,2017
2.660202550024203,2.514877071631036,2.7963516797986108,2018
2.7054630783496925,2.5631331459030506,2.8538060012471007,2019
2.75084760812265,2.609515571381845,2.8910805858612516,2020
2.796108136448139,2.657246038655398,2.9403299388457658,2021
2.841368664773629,2.6880969154944854,2.9825649595242893,2022
2.886629193099119,2.747667009617092,3.027220965948412,2023
