yhat,yhat_lower,yhat_upper,year
1.138996369271313,1.0584501069360064,1.2215547252912513,1961
1.1252867351241864,1.0449306844883648,1.201842232608677,1962
1.11157710097706,1.023874809514636,1.2000679099982419,1963
1.0978674668533785,1.0077004886425112,1.1807757051220573,1964
1.0841202721164402,1.0008455607544557,1.167623269248071,1965
1.0704106380208596,0.9845686623368001,1.1563414876342655,1966
1.0567010039427742,0.9682854101411394,1.1366785988657377,1967
1.0429913698646887,0.9589767275948958,1.1273558845948615,1968
1.0292441751628,0.9482209390795387,1.1159285428112191,1969
1.0155345410732701,0.9282448215215175,1.0975035503961064,1970
1.00182490698374,0.9192561249143353,1.0821308249939903,1971
0.9881152729075277,0.9029292708273198,1.0599306441884135,1972
0.9743680781900105,0.8881872770139124,1.0663063833589115,1973
0.9606584398015857,0.879062910094731,1.044482452254424,1974
0.9469488013927817,0.8635407011127529,1.029711031014188,1975
0.9332391629839776,0.8432562637230466,1.0130860096591712,1976
0.9194919638677033,0.8347180836358621,1.0006150101464442,1977
0.9057823254047521,0.820258388417234,0.9830836041104316,1978
0.8920726765536171,0.8065108413934805,0.9793386808261527,1979
0.8783630276597674,0.7913101366674868,0.9630698368102877,1980
0.8646158180840169,0.7860431781910763,0.9526061814987264,1981
0.8509061692111852,0.7653553103227024,0.9322055267155219,1982
0.8371965203383536,0.7521751921742345,0.9204485161638933,1983
0.8234868714584715,0.7410349873544586,0.9037328877629909,1984
0.8097396618967267,0.7284821176775644,0.900242220670233,1985
0.7960300130217531,0.7118834096675904,0.8799136749973184,1986
0.7823203641699455,0.6977689233616974,0.8671314750343273,1987
0.768610715318138,0.6830308704924924,0.8550407204716141,1988
0.7548635265150955,0.6763468623919342,0.8352698945692025,1989
0.741153898337198,0.6493290187083635,0.8233512545966619,1990
0.7274443131337842,0.64376817304062,0.8102645132177958,1991
0.7137347733432183,0.6277154306625577,0.7928195340830114,1992
0.6999876731696643,0.6170573257732981,0.787141173602321,1993
0.6862781519441734,0.6051499435154313,0.7706120491096068,1994
0.6725686307186827,0.5905898606332093,0.7548564418765176,1995
0.6588591206966425,0.5750907166956679,0.7400807105416849,1996
0.6451120503837025,0.5597969389660193,0.7225678390172937,1997
0.6314025403721639,0.5502219540591234,0.7180352338865875,1998
0.6176930303765328,0.5346578670280397,0.7009070096326973,1999
0.6039835203809014,0.5127840349800182,0.6884231240369,2000
0.590236472157123,0.5056840007691712,0.6759677760362154,2001
0.5765270337664241,0.4938553019270436,0.6649913467476493,2002
0.5628175953757251,0.47892851329993313,0.646123721912659,2003
0.5491081569841328,0.4640852310294657,0.6305822623302605,2004
0.5353611584873581,0.4467512324564096,0.6145062710214572,2005
0.521651720095766,0.4362850947756632,0.6072287562420275,2006
0.5079422817041737,0.42699559673297677,0.5884919772715443,2007
0.49423284331258155,0.4130097248401808,0.5799794431201155,2008
0.4804858448158067,0.39681377668772283,0.5618340943920435,2009
0.4667764064242146,0.3830188082865189,0.5548742234560778,2010
0.4530669680326223,0.37013064262150314,0.5348095773090213,2011
0.43935752964103,0.35130160029319113,0.523331480814481,2012
0.42561053114425534,0.3371838348840464,0.5065169347498392,2013
0.4119010927526632,0.32713000398206804,0.49312520646716873,2014
0.38451977607466126,0.2991721467617337,0.4737511984449342,2015
0.37077277757788646,0.28961265403235065,0.4529639042985255,2016
0.3570633391862943,0.2719953609217447,0.4425166075807019,2017
0.343353900794702,0.25811916852195776,0.43114913091563456,2018
0.32964446240310985,0.24567649511078504,0.41716901698578795,2019
0.31589746390633505,0.2326479344067381,0.4051404823994222,2020
0.3021880255147429,0.2109275739666079,0.38914313086506014,2021
0.2884785871231508,0.20471317672234887,0.36928756166293947,2022
0.27476914873155833,0.1865588277345893,0.35530750018272944,2023
