yhat,yhat_lower,yhat_upper,year
0.000110018398578,-8.861482668557557e-05,0.0003332663441120311,1992
0.00013792907820286336,-8.369084459526717e-05,0.000348566386128046,1993
0.00016576349908354975,-4.373443808435503e-05,0.00037767226880306966,1994
0.00019359792005483315,-2.7482231740013103e-05,0.00042999550841365186,1995
0.00022143234105512235,3.349080732106193e-06,0.0004430369476525104,1996
0.0002493430207745933,3.113459765228774e-05,0.00046037659949157945,1997
0.0002771774418644419,7.813631519346552e-05,0.0005031037385108847,1998
0.0003050118629213323,9.515005262680922e-05,0.0005151873978230908,1999
0.00033284628396223207,0.0001177343604146512,0.0005487725881258385,2000
0.0003607569636221858,0.00014992890194857536,0.0005887153505779631,2001
0.0003885913846103908,0.00016811630197794664,0.0006103672241731337,2002
0.00041642580543535936,0.00020690274160846717,0.0006356082392807415,2003
0.00044426022614389314,0.00023431598390548166,0.0006692891136300601,2004
0.00047217090545517655,0.00025964168005669153,0.0006851608426385291,2005
0.0005000053261270006,0.0002845567099487905,0.0007154364135208213,2006
0.0005278397466979439,0.00032295698017626004,0.0007428174671026806,2007
0.0005556741672718467,0.0003366441277526432,0.0007624162228212575,2008
0.0005835848464605568,0.000367727664886116,0.0007999463996335787,2009
0.0006114192669439705,0.0003987604454263058,0.0008378644108795977,2010
0.0006392536874273842,0.00043406420344537167,0.0008593477489995738,2011
0.000667088107910798,0.00045376801713348545,0.000888970695276314,2012
0.0006949987870804677,0.0004787067636780783,0.0009087542514154056,2013
0.0007228332075638814,0.0005129660904043047,0.0009585407215423736,2014
0.0007784257898444532,0.0005734160220774282,0.0009879069812779113,2015
0.0008063364690141228,0.0005883371492491068,0.0010084875502487413,2016
0.0008341708894975367,0.000619218335338218,0.00105198215539678,2017
0.0008620053099809504,0.0006427014057040541,0.0010756918277566125,2018
0.0008898397304643643,0.0006687971870516101,0.0010983513746004566,2019
0.0009177504096340339,0.0007023897151218251,0.0011293027954517806,2020
0.0009455848301174477,0.0007584185373828082,0.0011736394960895104,2021
0.0009734192506008615,0.0007612411630657736,0.0011769461497808267,2022
0.0010012536710842753,0.0007910131194729143,0.0012093448870175592,2023
