iso3,year,protected_pct
LAC,2017,16.3842419215614
LAO,2017,16.7
LBN,2017,1.0
LBR,2017,1.2
LBY,2017,0.3
LCA,2017,0.9
LCN,2017,15.98633407096
LDC,2017,10.5998366722653
LIC,2017,10.1406338028355
LIE,2017,11.9
LKA,2017,3.4
LMC,2017,8.40186674900815
LMY,2017,10.4035955853312
LSO,2017,0.3
LTE,2017,11.9458297818255
LTU,2017,17.7
LUX,2017,40.9
LVA,2017,17.5
MAF,2017,92.0
MAR,2017,18.5
MCO,2017,99.4
MDA,2017,4.2
MDG,2017,2.4
MDV,2017,0.1
MEA,2017,5.56974286912038
MEX,2017,19.1
