yhat,yhat_lower,yhat_upper,year
7.433161909236,6.988277824186198,7.927605677479301,1992
7.508961253573881,7.069635854915207,7.988084136929718,1993
7.584553496082084,7.1193947740343635,8.087947767286174,1994
7.6601457391328704,7.1459940682502525,8.1205616534693,1995
7.735737982980847,7.24686246493699,8.191913265451118,1996
7.811537327397576,7.295622390114359,8.30277562911166,1997
7.88712956987886,7.415904751134206,8.335535796465065,1998
7.9627218110655535,7.509901303194599,8.428349679560748,1999
8.03831403980631,7.5581479462961605,8.52175910680145,2000
8.114113357277889,7.654866274657236,8.568166230770245,2001
8.189687354756206,7.722152415151339,8.684830491236406,2002
8.265252837191644,7.799125509207457,8.727666120513,2003
8.340711039909865,7.847586443818689,8.832285756365783,2004
8.4161645025132,7.922664123266839,8.893460355691627,2005
8.321441391436922,7.797315642961253,8.75830436307408,2006
8.22632266270164,7.78261963088204,8.720184253416237,2007
8.130672637534788,7.665742193171562,8.59064814621364,2008
8.034659276569949,7.556288195710019,8.497855962258393,2009
7.93878912203122,7.424947146159304,8.403597368480616,2010
7.842918967492489,7.3865390382228355,8.331375280387302,2011
7.747048812953761,7.265376052794734,8.208242823694778,2012
7.65091600045739,7.128327223713423,8.11917175294177,2013
7.555045845918662,7.0972926901092315,8.022277479950754,2014
7.363568194798843,6.890454511591864,7.828711991641397,2015
7.267435382302474,6.785780461737994,7.697482419894426,2016
7.171565227763744,6.698470556456591,7.611834313786897,2017
7.075695073225016,6.570713396930492,7.56544980462427,2018
6.979824918686286,6.486328375696597,7.50217773074668,2019
6.883692106189917,6.363288156367551,7.381310419179434,2020
6.787821951651186,6.242599222018399,7.293573746923173,2021
6.691951797112459,6.18567227296794,7.220693190186493,2022
6.596081642573728,6.063723178545136,7.151797986276813,2023
