yhat,yhat_lower,yhat_upper,year
0.003535831,0.003535830995305804,0.003535831004223533,1992
0.003535831,0.0035358309953242846,0.0035358310044195976,1993
0.003535831,0.0035358309954580305,0.003535831004436725,1994
0.003535831,0.0035358309956980785,0.003535831004514654,1995
0.003535831,0.0035358309954679613,0.0035358310044589446,1996
0.003535831,0.0035358309952952366,0.0035358310043910298,1997
0.003535831,0.003535830995320611,0.0035358310047575304,1998
0.003535831,0.0035358309956279544,0.0035358310047510205,1999
0.003535831,0.0035358309956546956,0.0035358310047032063,2000
0.003535831,0.0035358309953644495,0.00353583100445857,2001
0.003535831,0.003535830995548873,0.0035358310045740635,2002
0.003535831,0.0035358309955877258,0.0035358310040573262,2003
0.003535831,0.0035358309955774666,0.003535831004367263,2004
0.003535831,0.0035358309951579415,0.003535831004472627,2005
0.003535831,0.0035358309952994217,0.003535831004527258,2006
0.003535831,0.0035358309953990173,0.0035358310043858724,2007
0.003535831,0.0035358309950659817,0.0035358310043596447,2008
0.003535831,0.003535830995716023,0.0035358310043063575,2009
0.003535831,0.0035358309955111716,0.003535831004687391,2010
0.003535831,0.0035358309955939734,0.003535831004565739,2011
0.003535831,0.0035358309955788015,0.003535831004500878,2012
0.003535831,0.0035358309954263392,0.003535831004609196,2013
0.003535831,0.003535830995434402,0.0035358310045816325,2014
0.003535831,0.0035358309940101396,0.003535831005660795,2015
0.003535831,0.003535830992132857,0.0035358310076436753,2016
0.003535831,0.003535830988425875,0.0035358310112835545,2017
0.003535831,0.0035358309842610713,0.0035358310154140022,2018
0.003535831,0.003535830979989671,0.0035358310201169755,2019
0.003535831,0.0035358309746815688,0.0035358310245151054,2020
0.003535831,0.0035358309709892684,0.003535831030806814,2021
0.003535831,0.0035358309658392643,0.0035358310378376667,2022
0.003535831,0.0035358309579377194,0.0035358310437289308,2023
