yhat,yhat_lower,yhat_upper,year
2.0387393145245003,1.6540991940491507,2.4311770108619286,1961
2.0448746643024944,1.6334195230958102,2.4599325252768134,1962
2.0510100140804886,1.6253406696469939,2.449127975678324,1963
2.0571453638527144,1.6456379416145288,2.4628381700877306,1964
2.063297522794058,1.661657285921945,2.4916038963078013,1965
2.069432872557967,1.6708408631850062,2.5102473318232463,1966
2.0755682223278136,1.6685324890784505,2.5093044944060026,1967
2.0817035720976595,1.6649948967925352,2.508929744302108,1968
2.0878557310448262,1.6328125422518271,2.4695140087436047,1969
2.0939910808070588,1.664397494923472,2.5142746783869665,1970
2.100126430569291,1.6823747517259267,2.5378133801562717,1971
2.106261780333476,1.692938464924336,2.4963311184993913,1972
2.112413939275097,1.6869097842589673,2.5140075689175045,1973
2.118549289030176,1.7114572953593983,2.53723160786793,1974
2.1246846387776923,1.6978920384605483,2.5352477208345547,1975
2.130819988525208,1.7348708954065952,2.55587702805032,1976
2.1369721474573744,1.7384669491975273,2.5830793902831366,1977
2.1431074972121302,1.7238020292945866,2.5483938700797317,1978
2.1492428474735026,1.7608901749791623,2.570446198317075,1979
2.15537819775587,1.747691687512002,2.535728823989659,1980
2.1615303572170936,1.767221667313555,2.5663227757137226,1981
2.1676916231009287,1.7805492368905964,2.5811251759562603,1982
2.1738528889847633,1.7814895156820278,2.6179888082151876,1983
2.180072364678514,1.7764789597289614,2.580576019296187,1984
2.1863088800317,1.7898076780951457,2.589098484000697,1985
2.256082992679671,1.8237022320742418,2.6419354490636584,1986
2.3259302807229734,1.9017988451859207,2.7112399598724424,1987
2.395777568766276,2.0008705593027276,2.8215960263421236,1988
2.4777820829149166,2.1151654600926455,2.875392892711451,1989
2.5595625410139706,2.1532898666436373,2.978377921674779,1990
2.6413798736184018,2.2463921651185403,3.039171112494397,1991
2.7232509700993295,2.3358256258058794,3.1076396385201037,1992
2.805346370954178,2.4041562663976586,3.199166617366461,1993
2.8872233701146883,2.493174142115716,3.280467565329434,1994
2.9691003692751985,2.5425758848599083,3.4021668103527896,1995
3.050977381971221,2.6480303164527315,3.4330554271059452,1996
3.133080713987563,2.728506418164413,3.5509232641660216,1997
3.2149597199601447,2.8275717039236556,3.6325038729154664,1998
3.296838725931323,2.9218927684723015,3.708331428664116,1999
3.3787177319025017,2.9885009189655976,3.7686813832573667,2000
3.460821063911082,3.056953956947445,3.8356507871444707,2001
3.542700069888342,3.149633570184917,3.9521853299470333,2002
3.6245790758656034,3.1925857537337885,4.034324257698409,2003
3.7064580818472144,3.3033790674726435,4.121757539166313,2004
3.788561413872612,3.3927966854385794,4.207015858064099,2005
3.870440419854223,3.473489341068246,4.300327863260254,2006
3.9523194258358347,3.5330011961508645,4.367656943432546,2007
4.034198431817447,3.640405332603039,4.432929057045073,2008
4.116301763842843,3.710627582069904,4.510243082892588,2009
4.1981807698244555,3.7921602033938284,4.621993933135759,2010
4.280059775806067,3.864879324440013,4.676257537976533,2011
4.361938781787679,3.952325527968624,4.758990706954173,2012
4.444042113813076,4.039319494814737,4.864733854502967,2013
4.525921119794687,4.1200213987198415,4.932812245817224,2014
4.689454805714126,4.278831657542151,5.080727115477813,2015
4.7715581377395235,4.371147527563606,5.157597834419563,2016
4.853437143721135,4.447558476306661,5.261928596640829,2017
4.9353161497027465,4.538506165676433,5.325816058287562,2018
5.017195155684357,4.5926994482324695,5.397977079055166,2019
5.099298487709755,4.695764922896256,5.512505656258367,2020
5.181177493691367,4.780986465210969,5.582213208723886,2021
5.263056499672977,4.874050253923952,5.675127315720827,2022
5.344935505654591,4.936016781161087,5.763041168722976,2023
