feature,importance,importance_pct
carbon_EFProdPerCap,0.1187299053146873,11.87299053146873
co2_pc_lag1,0.11203057631379433,11.203057631379433
carbon_EFProdPerCap_lag1,0.09886293143272387,9.886293143272388
carbon_EFConsPerCap,0.09537580044523418,9.537580044523418
carbon_EFConsPerCap_lag1,0.0584663731584905,5.84663731584905
total_EFConsPerCap,0.03837793701794317,3.837793701794317
total_EFConsPerCap_lag1,0.03501907644085986,3.501907644085986
carbon_EFExportsPerCap_lag1,0.032183588478793275,3.2183588478793275
carbon_EFExportsPerCap,0.02787204521726344,2.787204521726344
renew_pct,0.019772089116220144,1.9772089116220144
Percapita GDP (2010 USD)_BiocapPerCap,0.018664644658065586,1.8664644658065586
total_EFProdPerCap_lag1,0.01588372269737053,1.5883722697370528
Percapita GDP (2010 USD)_BiocapTotGHA,0.01572825630782262,1.5728256307822621
Percapita GDP (2010 USD)_EFImportsPerCap,0.014758263438336706,1.4758263438336705
Percapita GDP (2010 USD)_EFProdTotGHA,0.014710323670767354,1.4710323670767353
Percapita GDP (2010 USD)_EFConsPerCap,0.012580554832524992,1.2580554832524993
Percapita GDP (2010 USD)_EFProdPerCap,0.012182663298381224,1.2182663298381224
Percapita GDP (2010 USD)_EFConsTotGHA,0.010592999148756771,1.0592999148756772
Percapita GDP (2010 USD)_EFImportsTotGHA,0.010513463455136337,1.0513463455136338
renew_pct_lag1,0.010313483951765758,1.0313483951765758
total_EFProdPerCap,0.010045008680226546,1.0045008680226546
Percapita GDP (2010 USD)_EFExportsPerCap,0.009980493831725208,0.9980493831725208
Percapita GDP (2010 USD)_EFExportsTotGHA,0.009478052558253472,0.9478052558253471
rent_pct_gdp,0.00730064473237825,0.730064473237825
Percapita GDP (2010 USD)_EFConsPerCap_lag1,0.006769884966038171,0.6769884966038171
Percapita GDP (2010 USD)_EFImportsTotGHA_lag1,0.005831764024252081,0.5831764024252081
Percapita GDP (2010 USD)_EFConsTotGHA_lag1,0.005741609831996612,0.5741609831996612
Percapita GDP (2010 USD)_BiocapTotGHA_lag1,0.005722696548785893,0.5722696548785893
Percapita GDP (2010 USD)_EFExportsPerCap_lag1,0.005716662280346699,0.5716662280346699
Percapita GDP (2010 USD)_BiocapPerCap_lag1,0.00563640523374287,0.563640523374287
d_rent_pct_gdp,0.0054293446125811586,0.5429344612581158
Percapita GDP (2010 USD)_EFProdTotGHA_lag1,0.004956906903851328,0.49569069038513275
rent_pct_gdp_lag1,0.00440955782669964,0.440955782669964
d_carbon_EFConsPerCap,0.0043177578803752096,0.431775788037521
