feature,importance,importance_pct
population_EFExportsPerCap_lag1,0.0037384235536607156,0.3738423553660716
d_grazing_land_EFConsTotGHA,0.0037375986553548164,0.37375986553548163
forest_land_EFConsTotGHA,0.0035640409801565034,0.3564040980156503
d_crop_land_EFImportsTotGHA,0.0034964292124888725,0.34964292124888724
Percapita GDP (2010 USD)_EFImportsTotGHA_lag1,0.0034629661667376983,0.3462966166737698
fishing_ground_EFProdTotGHA_lag1,0.0032975092178646015,0.32975092178646015
co2_pc_lag1,0.003269236304860841,0.3269236304860841
Percapita GDP (2010 USD)_EFImportsTotGHA,0.0032593950110077242,0.3259395011007724
total_BiocapTotGHA,0.0032108816057532757,0.3210881605753276
grazing_land_EFProdTotGHA_lag1,0.00317154233097519,0.317154233097519
fishing_ground_EFExportsTotGHA_lag1,0.0031137010751905066,0.31137010751905064
total_EFExportsTotGHA_lag1,0.0030555572529982946,0.30555572529982944
carbon_EFProdTotGHA,0.003037363583232442,0.3037363583232442
fishing_ground_EFExportsTotGHA,0.0030371201188089014,0.30371201188089014
crop_land_EFConsTotGHA,0.003005027540237597,0.3005027540237597
grazing_land_EFExportsPerCap_lag1,0.0029887340515353787,0.2988734051535379
crop_land_EFProdTotGHA_lag1,0.0029729439113080226,0.29729439113080225
Percapita GDP (2010 USD)_BiocapPerCap,0.0029349604770702274,0.29349604770702276
carbon_EFProdPerCap,0.00289146409728137,0.289146409728137
grazing_land_EFImportsPerCap,0.0028866005085240367,0.28866005085240365
carbon_EFProdPerCap_lag1,0.0028639251149931667,0.28639251149931666
crop_land_EFImportsTotGHA,0.002854212254718452,0.28542122547184523
d_forest_land_EFProdTotGHA,0.002840552061501175,0.2840552061501175
fishing_ground_EFImportsPerCap,0.002763129550257018,0.2763129550257018
total_EFProdTotGHA,0.002710354793438012,0.2710354793438012
built_up_land_EFConsTotGHA_lag1,0.0027098592315588543,0.27098592315588543
d_population_EFProdTotGHA,0.002675694755683888,0.2675694755683888
d_total_EFExportsPerCap,0.002652089062480969,0.2652089062480969
Percapita GDP (2010 USD)_EFConsPerCap_lag1,0.0026518248547668178,0.2651824854766818
d_forest_land_EFImportsTotGHA,0.002535801485991959,0.2535801485991959
forest_land_EFImportsTotGHA,0.0024963006506977694,0.24963006506977695
crop_land_EFProdPerCap,0.0024703714796403763,0.24703714796403764
carbon_EFExportsTotGHA,0.0024543894286667726,0.24543894286667725
population_EFProdPerCap,0.002433712119162023,0.24337121191620228
Percapita GDP (2010 USD)_EFProdTotGHA,0.0023794690622595937,0.23794690622595938
fishing_ground_BiocapTotGHA_lag1,0.002314862643357488,0.2314862643357488
d_total_EFProdTotGHA,0.0022827118730108643,0.22827118730108642
fishing_ground_EFProdTotGHA,0.0022744655020893287,0.22744655020893287
fishing_ground_EFConsTotGHA,0.002273239209799481,0.2273239209799481
population_BiocapTotGHA,0.002231978740010501,0.22319787400105012
crop_land_EFConsTotGHA_lag1,0.002227361245804202,0.2227361245804202
d_Percapita GDP (2010 USD)_BiocapPerCap,0.0021729944991795117,0.21729944991795117
crop_land_EFExportsPerCap,0.0021589697594318396,0.21589697594318397
grazing_land_EFConsPerCap_lag1,0.002107740592229369,0.2107740592229369
d_grazing_land_BiocapTotGHA,0.0020349666419911643,0.20349666419911644
forest_land_EFProdPerCap,0.002009691368477615,0.2009691368477615
d_co2_pc,0.0019760946688624505,0.19760946688624506
Percapita GDP (2010 USD)_EFConsPerCap,0.001850549068853366,0.1850549068853366
total_EFConsTotGHA_lag1,0.0018038094294105633,0.18038094294105633
carbon_EFImportsTotGHA_lag1,0.0017905028610525839,0.1790502861052584
d_Percapita GDP (2010 USD)_EFConsPerCap,0.0017750275588186463,0.17750275588186462
d_Percapita GDP (2010 USD)_EFImportsPerCap,0.0017004368630150332,0.17004368630150332
crop_land_EFImportsTotGHA_lag1,0.0016993043306312472,0.16993043306312472
forest_land_EFExportsPerCap,0.001683742073304462,0.1683742073304462
forest_land_EFConsPerCap,0.001680332333628335,0.1680332333628335
grazing_land_EFExportsPerCap,0.0016356186476131629,0.1635618647613163
fishing_ground_EFImportsTotGHA,0.0016053869477384184,0.16053869477384183
carbon_EFProdTotGHA_lag1,0.0015241226491964279,0.1524122649196428
d_crop_land_EFConsTotGHA,0.0015182167112889405,0.15182167112889405
crop_land_EFProdPerCap_lag1,0.0014939031050001542,0.14939031050001542
d_Percapita GDP (2010 USD)_EFProdPerCap,0.0014872056271386875,0.14872056271386874
fishing_ground_EFConsTotGHA_lag1,0.001412388873816263,0.1412388873816263
grazing_land_EFConsPerCap,0.0013809582962155586,0.13809582962155587
total_EFConsTotGHA,0.0013349991464639327,0.13349991464639327
forest_land_EFExportsPerCap_lag1,0.0013229350693333413,0.13229350693333414
grazing_land_EFExportsTotGHA,0.0012667006508980873,0.12667006508980874
built_up_land_EFConsTotGHA,0.001222880266752272,0.12228802667522719
d_Percapita GDP (2010 USD)_EFImportsTotGHA,0.0011358352158627348,0.11358352158627348
forest_land_EFProdPerCap_lag1,0.0011138646220287367,0.11138646220287367
d_fishing_ground_EFProdTotGHA,0.0011138636115034892,0.11138636115034892
d_carbon_EFImportsTotGHA,0.001102539872699134,0.1102539872699134
forest_land_EFImportsTotGHA_lag1,0.0010743602832584303,0.10743602832584302
total_EFExportsPerCap,0.0010424424375911655,0.10424424375911655
rent_pct_gdp_lag1,0.001034335576186369,0.1034335576186369
forest_land_EFProdTotGHA_lag1,0.0010260006744904808,0.10260006744904808
d_crop_land_EFExportsTotGHA,0.0009965533575368463,0.09965533575368463
grazing_land_EFExportsTotGHA_lag1,0.0009836358923840717,0.09836358923840717
d_Percapita GDP (2010 USD)_BiocapTotGHA,0.0009637866525581933,0.09637866525581933
crop_land_EFExportsTotGHA_lag1,0.0009635501931676108,0.09635501931676108
forest_land_EFConsPerCap_lag1,0.0009352035415071284,0.09352035415071284
crop_land_EFExportsPerCap_lag1,0.0009143485571235596,0.09143485571235596
population_EFProdTotGHA_lag1,0.000914109572281717,0.0914109572281717
d_fishing_ground_EFImportsTotGHA,0.0009003258373172269,0.0900325837317227
fishing_ground_BiocapTotGHA,0.0008661404314341817,0.08661404314341817
grazing_land_EFImportsTotGHA,0.0008401257281812147,0.08401257281812147
d_total_EFExportsTotGHA,0.0008268005616440982,0.08268005616440982
d_carbon_EFConsPerCap,0.0007566456726749403,0.07566456726749403
built_up_land_BiocapTotGHA_lag1,0.0007405988891799355,0.07405988891799355
crop_land_EFExportsTotGHA,0.0007032529341521395,0.07032529341521394
d_fishing_ground_BiocapTotGHA,0.0007023551520838672,0.07023551520838672
d_total_EFImportsPerCap,0.0006849194926618927,0.06849194926618928
total_EFImportsTotGHA_lag1,0.0006699682581484781,0.06699682581484781
forest_land_EFExportsTotGHA_lag1,0.0006668346740247139,0.06668346740247139
crop_land_BiocapPerCap,0.0006448759295040607,0.06448759295040607
d_forest_land_EFExportsTotGHA,0.0006101567481835556,0.06101567481835556
fishing_ground_EFConsPerCap,0.0006002158587512012,0.06002158587512012
forest_land_EFConsTotGHA_lag1,0.0005706909128261656,0.05706909128261656
d_total_EFImportsTotGHA,0.0005701349182184954,0.05701349182184954
fishing_ground_EFProdPerCap_lag1,0.0005652975642090945,0.05652975642090945
carbon_EFConsTotGHA,0.0005507118911032027,0.055071189110320266
fishing_ground_EFImportsTotGHA_lag1,0.0005194840438813114,0.05194840438813114
rent_pct_gdp,0.000495429827483996,0.0495429827483996
total_EFImportsTotGHA,0.00048398606490515834,0.04839860649051583
Percapita GDP (2010 USD)_EFExportsTotGHA,0.00048019875419918025,0.04801987541991803
d_rent_pct_gdp,0.00044824345638990473,0.04482434563899047
d_Percapita GDP (2010 USD)_EFProdTotGHA,0.0004432345666660365,0.04432345666660365
carbon_EFConsTotGHA_lag1,0.0004324393270400366,0.04324393270400366
d_Percapita GDP (2010 USD)_EFExportsPerCap,0.00042393477513002803,0.042393477513002806
d_crop_land_BiocapTotGHA,0.0003479729716061201,0.03479729716061201
crop_land_BiocapPerCap_lag1,0.0003404870984988309,0.03404870984988309
d_Percapita GDP (2010 USD)_EFExportsTotGHA,0.0002656931234065945,0.026569312340659453
d_total_EFProdPerCap,0.00024663341774581007,0.024663341774581005
crop_land_EFProdTotGHA,0.00022105557151296963,0.022105557151296962
renew_pct_lag1,0.0001921377985548421,0.019213779855484208
fishing_ground_EFExportsPerCap,0.00016784980673134286,0.016784980673134286
d_carbon_EFImportsPerCap,0.00016746344663053263,0.01674634466305326
forest_land_EFExportsTotGHA,0.00015338010060563875,0.015338010060563876
d_carbon_EFExportsTotGHA,0.00015044658276034016,0.015044658276034016
d_carbon_EFConsTotGHA,0.0001499868427205202,0.01499868427205202
d_protected_pct,0.00014850049707411237,0.014850049707411238
grazing_land_EFConsTotGHA_lag1,0.00014517955607799667,0.014517955607799667
protected_pct_lag1,0.00013362236662037806,0.013362236662037806
d_total_EFConsPerCap,0.00012101033854163186,0.012101033854163185
grazing_land_EFConsTotGHA,0.00010906452999606046,0.010906452999606046
d_carbon_EFExportsPerCap,8.554130730433072e-05,0.008554130730433072
crop_land_EFConsPerCap_lag1,7.197425217054966e-05,0.0071974252170549655
total_EFProdTotGHA_lag1,7.119444169379815e-05,0.007119444169379815
d_fishing_ground_EFConsTotGHA,6.61076361768297e-05,0.00661076361768297
built_up_land_EFProdTotGHA_lag1,6.167727135777014e-05,0.006167727135777014
crop_land_EFConsPerCap,5.489252799851104e-05,0.005489252799851104
fishing_ground_EFProdPerCap,5.170671487404426e-05,0.005170671487404426
crop_land_BiocapTotGHA,3.871125648331679e-05,0.003871125648331679
total_EFExportsTotGHA,2.824712504061965e-05,0.002824712504061965
protected_pct,1.7622963051745828e-05,0.0017622963051745829
fishing_ground_EFConsPerCap_lag1,6.2931606816579796e-06,0.000629316068165798
forest_land_EFProdTotGHA,4.126313777551793e-06,0.0004126313777551793
fishing_ground_EFExportsPerCap_lag1,1.102764796348683e-06,0.00011027647963486831
d_crop_land_EFProdTotGHA,1.0026947047072535e-06,0.00010026947047072535
d_Percapita GDP (2010 USD)_EFConsTotGHA,4.840347646813091e-07,4.840347646813091e-05
built_up_land_BiocapTotGHA,4.0812528865402597e-19,4.0812528865402596e-17
d_grazing_land_EFExportsTotGHA,3.370913033222864e-19,3.370913033222864e-17
renew_pct,0.0,0.0
d_renew_pct,0.0,0.0
carbon_EFImportsTotGHA,0.0,0.0
