renew_pct,co2_expected
0.1,4.8253049104075965
1.8264081632653064,4.440506088091589
3.5528163265306127,4.438910248551824
5.279224489795919,4.435477587219125
7.005632653061225,4.428143628130776
8.732040816326531,4.412646348610483
10.458448979591838,4.382839989191964
12.184857142857144,4.38107454028045
13.91126530612245,4.379944635089732
15.637673469387757,4.37215355962641
17.364081632653065,4.360619814328734
19.090489795918373,4.35823609374832
20.816897959183677,4.355401317921216
22.543306122448982,4.355448169604989
24.26971428571429,4.348515638047466
25.996122448979598,4.330820154923524
27.722530612244903,4.325885102937973
29.448938775510207,4.30889098716659
31.175346938775515,4.30478915103684
32.90175510204082,4.3015467984181734
34.62816326530613,4.301633003237279
36.35457142857143,4.299655597556768
38.080979591836744,4.297718319041719
39.80738775510205,4.296543384766441
41.53379591836735,4.296159891241797
43.26020408163266,4.295675554780217
44.98661224489796,4.29518666763659
46.713020408163274,4.295010767250096
48.43942857142858,4.2949235886184765
50.16583673469388,4.294815277641075
51.892244897959195,4.294796025271646
53.6186530612245,4.294645569736748
55.345061224489804,4.294601337651033
57.07146938775511,4.294572918904283
58.79787755102041,4.294429170759198
60.524285714285725,4.2944141526256026
62.25069387755103,4.294183065207535
63.977102040816334,4.2940233448930725
65.70351020408164,4.293921996573961
67.42991836734694,4.293809976859221
69.15632653061225,4.293714752292283
70.88273469387755,4.293543884616068
72.60914285714286,4.293513136746168
74.33555102040816,4.293513136746168
76.06195918367348,4.293513136746168
77.78836734693878,4.293513136746168
79.51477551020409,4.293453695614241
81.2411836734694,4.293453695614241
82.9675918367347,4.293424311450309
84.694,4.293424311450309
