cluster_lvl2,year,yhat
1.0,1974,9.516988610210891
1.0,1975,9.58161142727635
1.0,1976,9.710644466038252
1.0,1977,9.803918791883806
1.0,1978,9.831196351765065
1.0,1979,9.858429322272022
1.0,1980,10.89215463637712
1.0,1981,10.91804508591041
1.0,1982,10.943835155797483
1.0,1983,10.969625225684556
1.0,1984,10.675651609003829
1.0,1985,10.645331264772771
1.0,1986,10.609960282942804
1.0,1987,10.57458927137726
1.0,1988,10.484913302416617
1.0,1989,10.421782538547205
1.0,1990,10.402901931457723
1.0,1991,10.3839551238747
1.0,1992,10.2480865991694
1.0,1993,10.103888078316457
1.0,1994,9.96008354526862
1.0,1995,9.84272135369668
1.0,1996,9.97541714528024
1.0,1997,10.127531625378866
1.0,1998,10.240867820115769
1.0,1999,10.477871466239334
1.0,2000,10.45707398772662
1.0,2001,10.440278215387618
1.0,2002,10.42356009151947
1.0,2003,10.377035291444415
1.0,2004,10.328140761288576
1.0,2005,10.431657058090058
1.0,2006,10.417757204226639
1.0,2007,10.312133674768965
1.0,2008,10.247483454401078
1.0,2009,10.227485661254578
1.0,2010,10.207542506887169
1.0,2011,10.214876204397562
1.0,2012,10.246941499003917
1.0,2013,10.233988076024106
1.0,2014,10.126808791075106
1.0,2015,9.90203328476098
1.0,2016,9.789183030562118
1.0,2017,9.68937648784471
1.0,2018,9.690501162363498
1.0,2019,9.691625836882285
1.0,2020,9.692753592701123
1.0,2021,9.693878267219912
1.0,2022,9.6950029417387
1.0,2023,9.696127616257488
2.0,1961,0.38843559082069995
2.0,1962,0.4181299661076323
2.0,1963,0.42307957576330085
2.0,1964,0.4209159232529467
2.0,1965,0.4204948235829097
2.0,1966,0.41920421544683406
2.0,1967,0.41848722438375874
2.0,1968,0.43430114047540747
2.0,1969,0.4668879518187473
2.0,1970,0.49176091658080706
2.0,1971,0.5071621372333888
2.0,1972,0.5277770767896122
2.0,1973,0.5307791686646883
2.0,1974,0.541525677355452
2.0,1975,0.5594743188837675
2.0,1976,0.5574214885398475
2.0,1977,0.5663284668971453
2.0,1978,0.5752111092480025
2.0,1979,0.5832912877617672
2.0,1980,0.5929763939951932
2.0,1981,0.6018833723767438
2.0,1982,0.6400144093457922
2.0,1983,0.6614524295539921
2.0,1984,0.6817207050626493
2.0,1985,0.7107584843980339
2.0,1986,0.7140484897535309
2.0,1987,0.7250861770923883
2.0,1988,0.7459313497860415
2.0,1989,0.7668336325640828
2.0,1990,0.7902465559378551
2.0,1991,0.8224136841077371
2.0,1992,0.9954884106937754
2.0,1993,1.0104261051571928
2.0,1994,1.0162883253109587
2.0,1995,1.0562753201920354
2.0,1996,1.114483751409112
2.0,1997,1.1386344926934249
2.0,1998,1.1524167231339923
2.0,1999,1.162640240166502
2.0,2000,1.1871212524752193
2.0,2001,1.2116695161671676
2.0,2002,1.2353193245082794
2.0,2003,1.2372532713623952
2.0,2004,1.239187218540253
2.0,2005,1.2533400571987028
2.0,2006,1.268712748395271
2.0,2007,1.2801110224770222
2.0,2008,1.2692192918721306
2.0,2009,1.1965182410624924
2.0,2010,1.2061508900894848
2.0,2011,1.2269650752283447
2.0,2012,1.2581744037790288
2.0,2013,1.2840089203521
2.0,2014,1.295493880164725
2.0,2015,1.3184323341466533
2.0,2016,1.334102800462552
2.0,2017,1.3532908792408
2.0,2018,1.3594197595164124
2.0,2019,1.367557494826669
2.0,2020,1.3892076786702194
2.0,2021,1.4107987090060008
2.0,2022,1.4323897393417822
2.0,2023,1.453980769677563
3.0,1961,0.6954541350813
3.0,1962,0.7271970168522653
3.0,1963,0.7589398986232305
3.0,1964,0.7906827802471544
3.0,1965,0.8225126287239853
3.0,1966,0.8542555104016992
3.0,1967,0.8859983920053683
3.0,1968,0.9177412736090376
3.0,1969,0.9495711218808404
3.0,1970,0.981314003460577
3.0,1971,1.0130568850403137
3.0,1972,1.0447973322385375
3.0,1973,1.0766247395660715
3.0,1974,1.1083546075737116
3.0,1975,1.140084471980012
3.0,1976,1.171814336386312
3.0,1977,1.203630703807362
3.0,1978,1.2353601412627806
3.0,1979,1.2670895784523204
3.0,1980,1.2988190155844053
3.0,1981,1.3306353826812354
3.0,1982,1.3623648199334837
3.0,1983,1.3940942571857324
3.0,1984,1.425823694461687
3.0,1985,1.4576400617027818
3.0,1986,1.4893694990720998
3.0,1987,1.5210989366713437
3.0,1988,1.5528283742705875
3.0,1989,1.584658327287795
3.0,1990,1.6164013132202564
3.0,1991,1.6481831379042182
3.0,1992,1.680011848386543
3.0,1993,1.711927760815395
3.0,1994,1.7438143904774273
3.0,1995,1.77570102013946
3.0,1996,1.807635592031056
3.0,1997,1.8396988734904065
3.0,1998,1.871674550355606
3.0,1999,1.903675988548528
3.0,2000,1.9356774267414505
3.0,2001,1.9677776719877471
3.0,2002,1.9997999474896089
3.0,2003,2.03182222299147
3.0,2004,2.063861379679298
3.0,2005,2.0959883148785985
3.0,2006,2.1280274715664262
3.0,2007,2.1600666282542536
3.0,2008,2.1921057849420813
3.0,2009,2.224232720141382
3.0,2010,2.2562718768292096
3.0,2011,2.288311033517037
3.0,2012,2.3203501902048647
3.0,2013,2.3524771254041656
3.0,2014,2.384516282091993
3.0,2015,2.448506816956174
3.0,2016,2.4806337521554753
3.0,2017,2.512672908843302
3.0,2018,2.54471206553113
3.0,2019,2.5767512222189572
3.0,2020,2.6088781574182587
3.0,2021,2.640917314106086
3.0,2022,2.6729564707939133
3.0,2023,2.704995627481741
