cluster_lvl2,year,yhat
1.0,1991,0.27179619967413143
1.0,1992,0.3510144818444227
1.0,1993,0.3892077132272798
1.0,1994,0.3920858760564777
1.0,1995,0.3949640388856755
1.0,1996,0.3978422017161866
1.0,1997,0.4007282499249595
1.0,1998,0.4036064127561127
1.0,1999,0.3917426973698866
1.0,2000,0.39503646715400587
1.0,2001,0.4000559000629791
1.0,2002,0.40640994439576583
1.0,2003,0.4127639887285526
1.0,2004,0.41911755030532827
1.0,2005,0.4254885187584751
1.0,2006,0.4318420801939904
1.0,2007,0.43819564162950575
1.0,2008,0.4445492030650211
1.0,2009,0.450920171518168
1.0,2010,0.45727373295368334
1.0,2011,0.4636272943891987
1.0,2012,0.469980855824714
1.0,2013,0.4731531634197885
1.0,2014,0.47387974773602504
1.0,2015,0.4753309257265357
1.0,2016,0.47605950068473446
1.0,2017,0.47678608500097086
1.0,2018,0.47751266931720737
1.0,2019,0.47823925363344383
1.0,2020,0.47896782859164255
1.0,2021,0.479694412907879
1.0,2022,0.48042099722411546
1.0,2023,0.481147581540352
2.0,1961,0.278747836
2.0,1962,0.278747836
2.0,1963,0.278747836
2.0,1964,0.3056140047956585
2.0,1965,0.2812039470779439
2.0,1966,0.278747836
2.0,1967,0.278747836
2.0,1968,0.3248530612589967
2.0,1969,0.3216970682792364
2.0,1970,0.3185536875344557
2.0,1971,0.3146004824126825
2.0,1972,0.3086916171545542
2.0,1973,0.3059525099388146
2.0,1974,0.3014376782656016
2.0,1975,0.2973509314945001
2.0,1976,0.2932641847233986
2.0,1977,0.2916398431160333
2.0,1978,0.2910548380172572
2.0,1979,0.2947028793468686
2.0,1980,0.2873352997216935
2.0,1981,0.2884343472686704
2.0,1982,0.2833325964831809
2.0,1983,0.28352519483164407
2.0,1984,0.2870270772161022
2.0,1985,0.2854292627844479
2.0,1986,0.28129753031886917
2.0,1987,0.28101120695493037
2.0,1988,0.27989057742914014
2.0,1989,0.27541493534394496
2.0,1990,0.2742839300030234
2.0,1991,0.27037039487793235
2.0,1992,0.2395874101804512
2.0,1993,0.24951827916411096
2.0,1994,0.25007464391119677
2.0,1995,0.24530207216682834
2.0,1996,0.2365540881892985
2.0,1997,0.236580408687139
2.0,1998,0.236606657271051
2.0,1999,0.229186473
2.0,2000,0.229186473
2.0,2001,0.229186473
2.0,2002,0.229186473
2.0,2003,0.2283524413982343
2.0,2004,0.229186473
2.0,2005,0.2289509725809034
2.0,2006,0.216401301066115
2.0,2007,0.215210703
2.0,2008,0.215210703
2.0,2009,0.214818379
2.0,2010,0.2128161244866158
2.0,2011,0.2094591481856656
2.0,2012,0.2061021718847154
2.0,2013,0.2027359983884201
2.0,2014,0.203747478680442
2.0,2015,0.198157777721076
2.0,2016,0.193788842337779
2.0,2017,0.1881255173351326
2.0,2018,0.185382591
2.0,2019,0.1798425796267869
2.0,2020,0.1758709907854733
2.0,2021,0.172514014484523
2.0,2022,0.1691570381835729
2.0,2023,0.1658000618826226
3.0,1961,0.56493777238026
3.0,1962,0.568465492202526
3.0,1963,0.5719932120247918
3.0,1964,0.575520931850884
3.0,1965,0.5790583166574526
3.0,1966,0.5825860364782107
3.0,1967,0.5861137563002653
3.0,1968,0.5896414761223199
3.0,1969,0.5931788609397569
3.0,1970,0.596706580787891
3.0,1971,0.600234300636025
3.0,1972,0.6037620204804355
3.0,1973,0.6072994053107211
3.0,1974,0.6108271251570884
3.0,1975,0.6143548450072601
3.0,1976,0.6178825648574319
3.0,1977,0.62141994969204
3.0,1978,0.624947669540761
3.0,1979,0.6284753893826573
3.0,1980,0.632003109230513
3.0,1981,0.6355404940642532
3.0,1982,0.6390679518456204
3.0,1983,0.6425954096269876
3.0,1984,0.6461150303089703
3.0,1985,0.6496442937873421
3.0,1986,0.6531539239579442
3.0,1987,0.656567995780276
3.0,1988,0.6599820676026077
3.0,1989,0.6620918859349889
3.0,1990,0.6641959397364073
3.0,1991,0.6662976100384188
3.0,1992,0.668398766844653
3.0,1993,0.6705056802448771
3.0,1994,0.6726062694232007
3.0,1995,0.6747068586015241
3.0,1996,0.6768049588560142
3.0,1997,0.6789036364647899
3.0,1998,0.6809965799817382
3.0,1999,0.6830895069292631
3.0,2000,0.6851824338767879
3.0,2001,0.6872783952739626
3.0,2002,0.6893686300057484
3.0,2003,0.6914588647375342
3.0,2004,0.6935490994583127
3.0,2005,0.695645060849559
3.0,2006,0.6977352955703374
3.0,2007,0.6998255302911159
3.0,2008,0.7019157650118943
3.0,2009,0.7040117264031407
3.0,2010,0.7061019611239191
3.0,2011,0.7081921958446976
3.0,2012,0.710282430565476
3.0,2013,0.7123783919567224
3.0,2014,0.7144686266775008
3.0,2015,0.7186433694485898
3.0,2016,0.7207393308398362
3.0,2017,0.7228295655606146
3.0,2018,0.7249198002813931
3.0,2019,0.7270100350021714
3.0,2020,0.7291059963934179
3.0,2021,0.7311962311141963
3.0,2022,0.7332864658349748
3.0,2023,0.7353767005557532
