yhat,yhat_lower,yhat_upper,year
0.4572663390057,0.05914971638240518,0.8485724499897448,1961
0.5506028724881311,0.1418615298051196,0.9306513564675921,1962
0.6439394059705621,0.2676139101424433,1.0367629232576436,1963
0.7372759394671089,0.3433126857469469,1.1371946139038906,1964
0.8308681894948766,0.4331673763115968,1.2175334366301032,1965
0.9242047229925138,0.4970658496758313,1.3164041562226378,1966
1.017541256472823,0.6168974588127472,1.4010746852668174,1967
1.1108777899531328,0.7186537283539899,1.517343741302013,1968
1.204470039954076,0.7890260193149863,1.6549047605702847,1969
1.2978065734040503,0.9123200759481093,1.7065216158123901,1970
1.3911431068540248,1.0172894251443734,1.805794559233043,1971
1.4844796403090865,1.0871208220788813,1.8844846397908874,1972
1.578071890294162,1.1648696467554227,1.9830269596901464,1973
1.671408423766999,1.289441150181086,2.050999493820248,1974
1.7647451841464072,1.4000847261790332,2.142062916301122,1975
1.858081944525815,1.4033083919341318,2.236734514769679,1976
1.9516744252342468,1.5496929015423582,2.3578831565929255,1977
2.045011188782273,1.650074254309324,2.4271394143645426,1978
2.138362133047116,1.7598520055907863,2.539825430118638,1979
2.2317666501505005,1.8781732519788423,2.6021287598742036,1980
2.32542707004047,1.955540069365083,2.7440983741930416,1981
2.41883566766862,2.052318639758163,2.7902950081689375,1982
2.5122442652967707,2.1471530356797173,2.9117123683594803,1983
2.605724174174879,2.205734143580421,2.9932887922892095,1984
2.6994601923923787,2.302262041618274,3.098813374428483,1985
2.8076812208663737,2.44014243776921,3.219295988843521,1986
2.9900962308898165,2.593565116356315,3.4058784830653765,1987
3.17251124091326,2.760266375011414,3.5853773127266577,1988
3.355455978631493,2.9854672555663297,3.7369697556654757,1989
3.5379008673395655,3.1560675809785983,3.965990730560111,1990
3.7203464886682984,3.328269670286153,4.144397659753223,1991
3.90279211000771,3.482908744293449,4.291055553433287,1992
4.08573758236449,3.7000243748703197,4.478930261656391,1993
4.268183203728956,3.8988254672110787,4.664615514361211,1994
4.450628825093423,4.046839233981372,4.871744629892812,1995
4.6330744464333495,4.223439252223368,5.034104668635443,1996
4.81601991877498,4.414141752110761,5.190700758564092,1997
4.998465540099286,4.612787449183339,5.40042780400656,1998
5.18091116142159,4.780675751790838,5.587607688889633,1999
5.363356782743898,4.970247575060867,5.752474078697628,2000
5.5463022550686,5.137700174910722,5.933790752696676,2001
5.728747876394007,5.325152224727258,6.108262445122427,2002
5.911193497719417,5.486912914823015,6.297113598081253,2003
6.093639119013977,5.686054081765013,6.475798714903379,2004
6.276584591325786,5.868250939531835,6.676040998720168,2005
6.459030212620347,6.067218493160778,6.852770279549901,2006
6.64147583391491,6.258953501126574,7.030355018072803,2007
6.823921455209471,6.418315901329604,7.215678537086614,2008
7.006866927521278,6.622291246253667,7.410386770852593,2009
7.189312548815841,6.796562290152001,7.591256518737824,2010
7.371758170110404,6.98924392066459,7.753226713888738,2011
7.554203791404965,7.185476181405743,7.936246024215403,2012
7.737149263716773,7.336201563363347,8.133857985557226,2013
7.9195948850113345,7.545209972896993,8.351464442491347,2014
8.283986276583212,7.889288899829649,8.68385550355569,2015
8.466931748895021,8.075036220503911,8.886923365025613,2016
8.649377370189582,8.248969003687803,9.013117350859874,2017
8.831822991484144,8.44629333381073,9.234561329982446,2018
9.014268612778706,8.636496347377575,9.413971218623393,2019
9.197214085090515,8.784867853010125,9.595590370654525,2020
9.379659706385075,8.971787409136859,9.801433196120254,2021
9.562105327679637,9.179539006712423,9.968496221248968,2022
9.7445509489742,9.334641514668673,10.137821182209846,2023
